source,target,weight
Virginia Commonwealth U,Tulane U,3
Virginia Commonwealth U,U of Memphis,2
Virginia Commonwealth U,Camp Rehoboth,3
Virginia Commonwealth U,U of Maryland,2
Virginia Commonwealth U,Medical College of Wisconsin,3
Virginia Commonwealth U,Highpoint U,1
Virginia Commonwealth U,U of Denver,3
Virginia Commonwealth U,U of Georgia,1
Virginia Commonwealth U,Virginia Commonwealth U,16
Virginia Commonwealth U,NO/AIDS Task Force,6
Koc U,Koc U,1
Koc U,California State U,1
Tulane U,U of Colorado,1
Tulane U,Tulane U,3
Tulane U,AIDS Help Inc.,1
Tulane U,Camp Rehoboth,1
Tulane U,Medical College of Wisconsin,1
Tulane U,U of Denver,1
Tulane U,USP,1
Tulane U,Virginia Commonwealth U,3
Tulane U,NO/AIDS Task Force,2
U de Mlaga,U Libre de Bruxelles,1
U de Mlaga,U de Mlaga,1
U de Mlaga,U Ramon Llull,1
UC-Santa Barbara,U of California,2
UC-Santa Barbara,UC-Santa Barbara,2
Johns Hopkins U,U of Pennsylvania,2
Johns Hopkins U,Johns Hopkins U,6
Johns Hopkins U,U of Maryland,2
Johns Hopkins U,Boston U,1
Johns Hopkins U,Chinese U of Hong Kong,1
Johns Hopkins U,George Washington U,6
Shanghai International Studies U,Shanghai International Studies U,1
Shanghai International Studies U,Temple U,1
U of Louisiana at Monroe,U of Louisiana at Monroe,1
U of Louisiana at Monroe,Young Harris College,1
U of Louisiana at Monroe,Louisiana State U,1
Central European U,U of Washington,1
Central European U,Central European U,1
Washington State U,UMass Amherst School of Public Health and Health Sciences,1
Washington State U,U of Haifa,1
Washington State U,KAIST,1
Washington State U,Augsburg U,1
Washington State U,Michigan State U,4
Washington State U,Washington State U,44
Washington State U,U of Massachusetts,1
Washington State U,Penn State U,1
Washington State U,U of Maine,1
Washington State U,Pennsylvania State U,3
Huatian Technology Corporation,Huatian Technology Corporation,1
Baruch College - CUNY,Loyola U Maryland,1
Baruch College - CUNY,Baruch College - CUNY,3
Kent State U,Purdue U,1
Kent State U,Wuhan U,2
Kent State U,U of Wisconsin,1
Kent State U,National Chiao Tung U,1
Kent State U,Nanyang Technological U,2
Kent State U,Kent State U,14
Aarhus U,U of North Carolina,2
Aarhus U,IULM U,1
Aarhus U,U of Tennessee,1
Aarhus U,U of Southampton,1
Aarhus U,U of Amsterdam,1
Aarhus U,U of Antwerp,1
Aarhus U,U of Mannheim,1
Aarhus U,Aarhus U,10
Aarhus U,U of Barcelona,1
Aarhus U,U of Geneva,2
Aarhus U,BSS - Aarhus U,1
Miami U,U of California,1
Miami U,U of Iowa,1
Miami U,Miami U,4
The College at Brockport - SUNY,The College at Brockport - SUNY,1
Mikonics,San Diego State U,1
Mikonics,U of Alabama,1
Mikonics,Klein Buendel Inc.,2
Mikonics,Mikonics,1
U of North Georgia,UNC-CH,1
U of North Georgia,U of North Georgia,1
Stonehill College,Northeastern U,1
Stonehill College,Stonehill College,1
JiangHuai Magazine,U of Wyoming,1
JiangHuai Magazine,JiangHuai Magazine,1
Texas A and M U,New School of Public Engagement,1
Texas A and M U,Hope College,5
Texas A and M U,Texas A and M U,24
Loughborough U,Loughborough U,1
CICANT-ULHT,U Lusfona,1
CICANT-ULHT,Lusofona U,2
CICANT-ULHT,CICANT-ULHT,1
Technical U - Dresden,Technical U of Dresden,2
Technical U - Dresden,Ohio State U,5
Technical U - Dresden,VU U Amsterdam,1
Technical U - Dresden,U of Technology Dresden,1
Technical U - Dresden,Technical U - Dresden,4
UMass Boston,U of Wyoming,1
UMass Boston,U of Connecticut,1
UMass Boston,UMass Boston,3
UMass Boston,Iowa State U,1
UMass Boston,U of Maryland,1
New Jersey Institute of Technology,New Jersey Institute of Technology,2
New Jersey Institute of Technology,School of Information,1
New Jersey Institute of Technology,Illinois State U,2
New Jersey Institute of Technology,U of Michigan,1
Technische Universitt Dresden,TU Dresden,4
Technische Universitt Dresden,Technische Universitt Dresden,2
U of Augsburg,U of Augsburg,1
Deakin U,Deakin U,1
Deakin U,U of Canberra,1
Deakin U,U of Wollongong,1
U of Maastricht,U of Amsterdam,3
U of Maastricht,U of Maastricht,1
Rensselaer Polytechnic Institute,Syracuse U,1
Rensselaer Polytechnic Institute,U of Southern California,5
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,1
City U of Hong Kong,Hong Kong Baptist U,11
City U of Hong Kong,City U of Hong Kong,44
City U of Hong Kong,Nanjing U,1
City U of Hong Kong,Howard U,1
City U of Hong Kong,City U - Hong Kong,1
City U of Hong Kong,Hong Kong Polytechnic U,1
City U of Hong Kong,Nanyang Technological U,2
City U of Hong Kong,Department of Media and Communication,1
City U of Hong Kong,U of Michigan,2
U of Liverpool,Sheffield Hallam U,2
U of Liverpool,U of Liverpool,1
National Chengchi U,National Chengchi U,3
U of Malta,U of Malta,1
U of Malta,U Nova de Lisboa,1
Roskilde U,Lund U,4
Roskilde U,Roskilde U,6
Roskilde U,U of Southern Denmark,2
Western Michigan U,U of Tennessee,1
Western Michigan U,North Dakota State U,1
Western Michigan U,Western Michigan U,18
Western Michigan U,U of Connecticut,1
Western Michigan U,Pennsylvania State U,2
Western Michigan U,U of Kentucky,5
U of South Carolina,Midlands Technical College,2
U of South Carolina,West Virginia U,2
U of South Carolina,U of Southern California,3
U of South Carolina,Georgian Institute of Public Affairs,2
U of South Carolina,Michigan State U,1
U of South Carolina,U of South Carolina,18
U of South Carolina,Pennsylvania State U,1
U of Washington,U of Texas,2
U of Washington,Fundacion Democracia y Desarrollo,1
U of Washington,U of Wisconsin,1
U of Washington,U of Maryland,1
U of Washington,Rutgers U,1
U of Washington,Columbia U,2
U of Washington,Central European U,1
U of Washington,U of Washington,23
Zayed U,Zayed U,1
SUNY,Georgia State U,1
SUNY,SUNY,192
SUNY,U of Pennsylvania,4
SUNY,U of Buffalo,1
SUNY,U of California,2
SUNY,Ohio State U,1
SUNY,Temple U,2
SUNY,Syracuse U,2
SUNY,U of North Carolina,2
SUNY,Hocking College,1
SUNY,U of Texas,4
SUNY,U of San Francisco,4
SUNY,Colorado State U,8
SUNY,U of Arizona,2
SUNY,U of Illinois,1
SUNY,Texas Tech,2
SUNY,U of Illinois at UrbanaChampaign,1
SUNY,1st Playable Productions,2
George Washington U,Northeastern U,2
George Washington U,U of Pennsylvania,2
George Washington U,Western Illinois U,1
George Washington U,Johns Hopkins U,6
George Washington U,U of Maryland,6
George Washington U,Michigan State U,5
George Washington U,U of Denver,1
George Washington U,American U,4
George Washington U,Boston U,1
George Washington U,U of Illinois,2
George Washington U,George Washington U,32
U of Buffalo,U of Illinois,1
U of Buffalo,U of Illinois at UrbanaChampaign,1
U of Buffalo,SUNY,1
U of Buffalo,U of Buffalo,1
Media Psychology U of Wuerzburg,Media Psychology U of Wuerzburg,1
U of Cologne,Erasmus U Rotterdam,4
U of Cologne,U of Cologne,39
U of Cologne,Michigan State U,2
U of Cologne,Ruhr U Bochum,1
U of Cologne,U of Mannheim,10
U of Cologne,The U of Munster,1
U of Cologne,U of Muenster,2
San Diego State U,U of Alabama,1
San Diego State U,U of Southern California,4
San Diego State U,U of Texas,1
San Diego State U,Mikonics,1
San Diego State U,UT Austin,1
San Diego State U,California State U,1
San Diego State U,San Diego State U,24
San Diego State U,Texas State U,1
San Diego State U,Ohio State U,1
San Diego State U,Klein Buendel Inc.,18
American U,Independent Researcher,1
American U,U of Missouri,4
American U,George Washington U,4
American U,Johns Hopkins SAIS,1
American U,Southern Illinois U,2
American U,American U,21
American U,U of Kansas,1
Hohenheim U,Hohenheim U,1
Hohenheim U,BI Norwegian Business School,1
Hohenheim U,U of St.Gallen,1
Hohenheim U,U of St. Gallen,1
James Madison U,James Madison U,6
James Madison U,U of Puerto Rico,3
James Madison U,Middle Tennessee State U,2
UT Austin,U of Texas,1
UT Austin,UT Austin,1
UT Austin,Texas State U,1
UT Austin,San Diego State U,1
Media Ecology Association,Media Ecology Association,1
Communication U of China,Centre for Interdisciplinary Studies in Society and Culture Concordia U,1
Communication U of China,Communication U of China,6
St. Norbert College,St. Norbert College,2
St. Norbert College,Pennsylvania State U,1
St. Norbert College,Florida International U,1
St. Norbert College,Towson U,2
U of Montana,U of Montana,1
U of Brasilia,U of Brasilia,1
Central Washington U,Central Washington U,1
Kookmin U,Kookmin U,1
Kookmin U,U of Maryland,1
The Hebrew U of Jerusalem,Hebrew U of Jerusalem,3
The Hebrew U of Jerusalem,The Hebrew U of Jerusalem,4
The Hebrew U of Jerusalem,Hebrew U,2
The Hebrew U of Jerusalem,U of Antwerp,1
Dartmouth College,St Cloud State U,1
Dartmouth College,Dartmouth College,1
Dartmouth College,U of Massachusetts,2
U  Libre de Bruxelles,UNIVERSITE LIBRE DE BRUXELLES,2
U  Libre de Bruxelles,U  Libre de Bruxelles,2
U of Tubingen,Knowledge Media Research Center,8
U of Tubingen,U of Tubingen,21
U of Tubingen,Augsburg U,3
U of Tubingen,U of Erfurt,4
U of Tubingen,U of Teubingen,2
Eastern Michigan U,Eastern Connecticut State U,1
Eastern Michigan U,U of Arizona,1
Eastern Michigan U,Eastern Michigan U,2
U of Perugia,U of Antwerp,2
U of Perugia,U of Salford,1
U of Perugia,U of Perugia,1
U of Perugia,U di Perugia,1
Hofstra U,Syracuse U,1
Hofstra U,West Virginia U,1
Hofstra U,Hofstra U,1
Hofstra U,Colorado State U,2
Independent Researcher,Independent Researcher,1
Independent Researcher,American U,1
Independent Researcher,U of Kansas,1
Quinnipiac U,Central Michigan U,1
Quinnipiac U,National Research U High School of Economics,1
Quinnipiac U,Ohio State U,3
Quinnipiac U,Quinnipiac U,8
Quinnipiac U,George Mason U,1
Nanjing U,Hong Kong Polytechnic U,1
Nanjing U,Nanjing U,1
Nanjing U,City U of Hong Kong,1
Utah State U,Western Kentucky U,1
Utah State U,George Mason U,4
Utah State U,Massey U,2
Utah State U,Utah State U,13
Utah State U,U of Utah,3
Utah State U,Purdue U,11
Utah State U,Yale U,2
Utah State U,Penn State U,6
Leibniz-Institut fuer Wissensmedien,Knowledge Media Research Center,2
Leibniz-Institut fuer Wissensmedien,Leibniz-Institut fuer Wissensmedien,3
Leibniz-Institut fuer Wissensmedien,U of Teubingen,2
VU U Amsterdam,U of Texas,2
VU U Amsterdam,U of Vienna,1
VU U Amsterdam,Wake Forest U,2
VU U Amsterdam,U of Nottingham,2
VU U Amsterdam,NHTV Breda U of Applied Sciences,3
VU U Amsterdam,Erasmus U Rotterdam,6
VU U Amsterdam,Utrecht U,2
VU U Amsterdam,U of Amsterdam,17
VU U Amsterdam,Radboud U Nijmegen,10
VU U Amsterdam,VU U Amsterdam,239
VU U Amsterdam,Northwestern U,2
VU U Amsterdam,U of Groningen,2
VU U Amsterdam,Leiden U,2
VU U Amsterdam,Ohio State U,7
VU U Amsterdam,Department of Language and Communication,1
VU U Amsterdam,Technical U - Dresden,1
Hope College,Hope College,5
Hope College,Texas A and M U,5
Hope College,U of Michigan,1
Denison U,Denison U,2
The Media School / Indiana U Bloomington,The Media School / Indiana U Bloomington,2
Royal Roads U,Royal Roads U,1
NO/AIDS Task Force,U of Colorado,2
NO/AIDS Task Force,Tulane U,2
NO/AIDS Task Force,AIDS Help Inc.,2
NO/AIDS Task Force,Camp Rehoboth,2
NO/AIDS Task Force,Medical College of Wisconsin,2
NO/AIDS Task Force,U of Denver,2
NO/AIDS Task Force,Virginia Commonwealth U,6
NO/AIDS Task Force,NO/AIDS Task Force,4
Emory U,U of Georgia,39
Emory U,Emory U,27
Emory U,Morehouse U,9
Emory U,Spelman College,9
National Institute for Environmental Studies,National Institute for Environmental Studies,8
U of Puerto Rico Ro Piedras Campus,U del Este,2
U of Puerto Rico Ro Piedras Campus,U of Puerto Rico Ro Piedras Campus,5
New Mexico State U,New Mexico State U,1
U of Colorado,Medical College of Wisconsin,1
U of Colorado,AIDS Help Inc.,1
U of Colorado,Tulane U,1
U of Colorado,Camp Rehoboth,1
U of Colorado,U of Colorado,18
U of Colorado,U of Denver,1
U of Colorado,Virginia Commonwealth U,3
U of Colorado,NO/AIDS Task Force,2
Emerson College,Northeastern U,1
Emerson College,U of Pennsylvania,5
Emerson College,Fordham U,1
Emerson College,Emerson College,6
Emerson College,Suffolk U,1
Emerson College,Massachusetts General Hospital,1
U del Este-Sistema Ana G. Mndez,U del Este-Sistema Ana G. Mndez,1
Carnegie Mellon U,Tilburg U,1
Carnegie Mellon U,Carnegie Mellon U,1
Carnegie Mellon U,MIT,3
U of Huddersfield,U of Huddersfield,1
Philipp U of Marburg,U Koblenz-Landau,4
Philipp U of Marburg,Philipp U of Marburg,4
Governors State U,Governors State U,2
Governors State U,DePaul U,6
Bonn U,Bonn U,1
Aberystwyth U,Aberystwyth U,1
OCAD U,OCAD U,1
The U of Texas at San Antonio,The U of Texas at San Antonio,3
U Milano Bicocca,Catholic U of Milan,1
U Milano Bicocca,U Milano Bicocca,1
U Milano Bicocca,U of Zagreb,3
U Milano Bicocca,U degli Studi di Bergamo,1
U Milano Bicocca,Universita' Cattolica del Sacro Cuore,1
U Complutense de Madrid,U Complutense de Madrid,2
U Federal de Santa Catarina,U Nacional de la Matanza,1
U Federal de Santa Catarina,U Iberoamericana,1
U Federal de Santa Catarina,Instituto de Altos Estudios Nacionales,1
U Federal de Santa Catarina,U de la Habana,2
U Federal de Santa Catarina,U Federal de Santa Catarina,1
U Federal de Santa Catarina,U of Santiago,1
Vassar College,Vassar College,1
Bocconi U,Bocconi U,1
Bocconi U,U della Svizzera italian,2
Lucile Packard Children's Hospital,Stanford U,24
Lucile Packard Children's Hospital,Lucile Packard Children's Hospital,32
Nanyang Technological U,U of Texas,1
Nanyang Technological U,U of Southern California,1
Nanyang Technological U,U of Erfurt,2
Nanyang Technological U,City U of Hong Kong,2
Nanyang Technological U,National Chiao Tung U,1
Nanyang Technological U,U of Missouri,1
Nanyang Technological U,U of Amsterdam,3
Nanyang Technological U,Wuhan U,2
Nanyang Technological U,Michigan State U,3
Nanyang Technological U,Peru Ministry for Development and Social Inclusion,1
Nanyang Technological U,Bradley U,1
Nanyang Technological U,Nanyang Technological U,243
Nanyang Technological U,Zurich U of Applied Sciences,1
Nanyang Technological U,Iowa State U,2
Nanyang Technological U,Wayne State U,6
Nanyang Technological U,Cornell U,1
Nanyang Technological U,Kent State U,2
Nanyang Technological U,WKWSCI Nanyang Techonological U,4
Nanyang Technological U,National Institute of Education,1
College of Management Academic Studies,U Lusfona,1
College of Management Academic Studies,Ben Gurion U of the Negev,1
College of Management Academic Studies,Lusofona U,1
College of Management Academic Studies,Hebrew U - Mt. Scopus,1
College of Management Academic Studies,College of Management Academic Studies,3
Hongik U,West Virginia U,1
Hongik U,U of Wisconsin,4
Hongik U,The Chinese U of Hong Kong,2
Hongik U,Korea U,1
Hongik U,Hongik U,6
Eastern Connecticut State U,Eastern Connecticut State U,1
Eastern Connecticut State U,Eastern Michigan U,1
Ryerson U,Ryerson U,2
Ryerson U,U of Toronto,1
Ryerson U,National Institute of Informatics Japan,1
Mindful Change,Mindful Change,1
Tufts U School of Medicine,Boston College,6
Tufts U School of Medicine,Tufts U School of Medicine,2
U of Alabama,U of Texas,2
U of Alabama,U of Alabama,100
U of Alabama,Wuerzburg U,3
U of Alabama,The U of Alabama,14
U of Alabama,San Diego State U,1
U of Alabama,U of North Dakota,1
U of Alabama,Mikonics,1
U of Alabama,Erasmus U Rotterdam,1
U of Alabama,The Chinese U of Hong Kong,2
U of Alabama,Michigan State U,7
U of Alabama,U of Antwerp,1
U of Alabama,Klein Buendel Inc.,2
U of Alabama,DePaul U,1
U of Alabama,Pennsylvania State U,1
U of Alabama,Penn State U,1
U of Alabama,Boston U,1
U of Alabama,Louisiana State U,3
U of Alabama,U of Wurzburg,3
U of Illinois at UrbanaChampaign,Hong Kong Baptist U,1
U of Illinois at UrbanaChampaign,U of Illinois at UrbanaChampaign,60
U of Illinois at UrbanaChampaign,U of Pennsylvania,8
U of Illinois at UrbanaChampaign,U of Buffalo,1
U of Illinois at UrbanaChampaign,UC Santa Barbara,2
U of Illinois at UrbanaChampaign,Dana-Farber Cancer Institute and Harvard School of Public Health,1
U of Illinois at UrbanaChampaign,SUNY,1
U of Illinois at UrbanaChampaign,Seoul National U,2
U of Illinois at UrbanaChampaign,U of Illinois,13
U of Illinois at UrbanaChampaign,Memorial Sloan-Kettering Cancer Center,4
U of Illinois at UrbanaChampaign,U of Michigan,3
Villanova U,U of Houston,3
Villanova U,Villanova U,5
Villanova U,Porter Novelli,1
Villanova U,Communica PR Consulting,1
U of Oxford,U of Twente,1
U of Oxford,London School of Economics and Political Science,1
U of Oxford,U of Oxford,3
U Cattolica del Sacro Cuore,Universita' Cattolica del Sacro Cuore,3
U Cattolica del Sacro Cuore,U Cattolica del Sacro Cuore,2
U Koblenz-Landau,U Koblenz-Landau,5
U Koblenz-Landau,Ars Electronica Futurelab,1
U Koblenz-Landau,U of Osnabrueck,1
U Koblenz-Landau,U of Koblenz-Landau,2
U Koblenz-Landau,Philipp U of Marburg,4
Uppsala U,U of Zurich,1
Uppsala U,Uppsala U,3
U of Rotterdam,U of Rotterdam,1
National Research U  Higher School of Economics,National Research U  Higher School of Economics,2
National Research U  Higher School of Economics,National Research U Higher School of Economics,1
Eastern China Normal U,Eastern China Normal U,1
Salem State U,U of California,1
Salem State U,Imperial College London,1
Salem State U,U of Florida,1
Salem State U,U of Arizona,2
Salem State U,Salem State U,2
Salem State U,U of Oklahoma,6
The U of Oklahoma,U of California,1
The U of Oklahoma,Arizona State U,1
The U of Oklahoma,U of Florida,1
The U of Oklahoma,U of Arizona,2
The U of Oklahoma,The U of Oklahoma,4
The U of Oklahoma,U of Oklahoma,12
Ramapo College of New Jersey,Dalhousie U,3
Ramapo College of New Jersey,Ramapo College of New Jersey,1
KU Leuven,KU Leuven,13
KU Leuven,Indiana U,1
KU Leuven,Catholic U - Leuven,5
KU Leuven,U of Leuven,7
North Carolina State U,College of Charleston,1
North Carolina State U,North Carolina State U,70
North Carolina State U,DePaul U,2
North Carolina State U,Ohio U,1
Jefferson Hoye LLC,Northeastern U,6
Jefferson Hoye LLC,Jefferson Hoye LLC,1
Jefferson Hoye LLC,U of Chicago,1
U Pompeu Fabra,U Pompeu Fabra,1
U of Hamburg,U of Zurich,6
U of Hamburg,U of Hamburg,2
U of Hamburg,U of Vienna,2
Peru Ministry for Development and Social Inclusion,Peru Ministry for Development and Social Inclusion,1
Peru Ministry for Development and Social Inclusion,U of Southern California,1
Peru Ministry for Development and Social Inclusion,Nanyang Technological U,1
Ruhr U Bochum,U of Cologne,1
Ruhr U Bochum,Ghent U,2
Ruhr U Bochum,Ruhr U Bochum,4
Ruhr U Bochum,U Muenster,1
Ruhr U Bochum,Virginia Tech,1
Ruhr U Bochum,iMinds-MICT-UGent,1
U of St. Gallen,U of St Gallen,2
U of St. Gallen,Hohenheim U,1
U of St. Gallen,U of St. Gallen,25
U of St. Gallen,U of St.Gallen,1
U of St. Gallen,BI Norwegian Business School,2
National U of Singapore,Arizona State U,1
National U of Singapore,American U of Beirut,1
National U of Singapore,DePaul U,1
National U of Singapore,Institute of Policy Studies Singapore,1
National U of Singapore,U of Texas,1
National U of Singapore,Massey U,3
National U of Singapore,Central Connecticut State U,1
National U of Singapore,U of Cincinnati,1
National U of Singapore,U of Wisconsin,1
National U of Singapore,Purdue U,1
National U of Singapore,Ohio U,1
National U of Singapore,National U of Singapore,44
National U of Singapore,U of Oklahoma,1
Wayne State U,U of Kentucky,2
Wayne State U,Texas Christian U,2
Wayne State U,Nanyang Technological U,6
Wayne State U,Arkansas State U,4
Wayne State U,Ohio State U,2
Wayne State U,Wayne State U,82
Wayne State U,U of Houston,4
Wayne State U,Cornell U,6
Wayne State U,Louisiana State U,2
Wuhan U,Kent State U,2
Wuhan U,National Chiao Tung U,1
Wuhan U,Nanyang Technological U,2
Wuhan U,Wuhan U,6
Trinity U,Trinity U,2
Trinity U,U of South Florida,1
Tallinn U,Tallinn U,1
Birmingham City U,Cardiff U,2
Birmingham City U,Birmingham City U,4
Edelman,U of Georgia,3
Edelman,Edelman,1
Aurora U,Aurora U,1
Tel Aviv U,Hebrew U of Jerusalem,3
Tel Aviv U,Ohio State U,1
Tel Aviv U,U of Haifa,1
Tel Aviv U,Tel Aviv U,8
Hollins U,Hollins U,2
Hollins U,U of Wisconsin,8
Izmir U of Economics,Izmir U of Economics,1
Muhlenberg College,Muhlenberg College,1
MIT,Tilburg U,3
MIT,Carnegie Mellon U,3
MIT,MIT,9
Austin Peay State U,Austin Peay State U,2
Austin Peay State U,U of Wisconsin,2
Johns Hopkins SAIS,Johns Hopkins SAIS,1
Johns Hopkins SAIS,American U,1
Waukesha County Technical College,Waukesha County Technical College,1
Waukesha County Technical College,U of Wisconsin,2
Moffitt Cancer Center,U of Utah,4
Moffitt Cancer Center,U of Dallas,1
Moffitt Cancer Center,Moffitt Cancer Center,1
U of Santiago,U Nacional de la Matanza,1
U of Santiago,U Iberoamericana,1
U of Santiago,Instituto de Altos Estudios Nacionales,1
U of Santiago,U de la Habana,2
U of Santiago,U Federal de Santa Catarina,1
U of Santiago,U of Santiago,2
U of Santiago,Texas Tech,1
Birkbeck U of London,Birkbeck U of London,4
U Bergen,U of Bergen,5
U Bergen,U Bergen,2
German Sport U Cologne,German Sport U Cologne,2
German Sport U Cologne,U of Vienna,2
Free U of Berlin,Free U of Berlin,1
Gonzaga U,Gonzaga U,1
Fundacion Democracia y Desarrollo,Fundacion Democracia y Desarrollo,3
Fundacion Democracia y Desarrollo,U of Washington,1
Lusofona U,Ben Gurion U of the Negev,1
Lusofona U,Lusofona U,6
Lusofona U,U Lusfona,4
Lusofona U,CICANT-ULHT,2
Lusofona U,Hebrew U - Mt. Scopus,1
Lusofona U,College of Management Academic Studies,1
Rollins College,Rollins College,1
Westfaelische Wilhelms-Universitaet Muenster,U of Muenster,1
Westfaelische Wilhelms-Universitaet Muenster,Westfaelische Wilhelms-U Muenster,4
Westfaelische Wilhelms-Universitaet Muenster,Westfaelische Wilhelms-Universitaet Muenster,10
U of Queensland,Saint Francis Xavier U,2
U of Queensland,Queensland Health,2
U of Queensland,U of Queensland,23
U of Queensland,Queensland U of Techology,3
Claremont Graduate U,Claremont Graduate U,20
Telecom Paristech,Telecom Paristech,9
Franciscan U - Steubenville Dept. of Communication Arts,Franciscan U - Steubenville Dept. of Communication Arts,1
Franciscan U - Steubenville Dept. of Communication Arts,Southern Illinois U,1
Southern Methodist U,Southern Methodist U,5
Southern Methodist U,Oklahoma State U,1
Southern Methodist U,Massey U,2
George Mason U,Central Michigan U,1
George Mason U,National Research U High School of Economics,1
George Mason U,U of Southern California,1
George Mason U,George Mason U,50
George Mason U,U.S. Outcomes Research Merk  and  Co. Inc.,3
George Mason U,Massey U,4
George Mason U,Quinnipiac U,1
George Mason U,U of Missouri,1
George Mason U,Northwestern U,1
George Mason U,U of Maryland,1
George Mason U,U of Arizona,2
George Mason U,Texas State U,8
George Mason U,Utah State U,4
George Mason U,U of Iowa,1
George Mason U,Yale U,6
George Mason U,Tilburg U,1
George Mason U,Georgetown U,2
U of Puerto Rico,James Madison U,3
U of Puerto Rico,U of Puerto Rico,6
Georgian Institute of Public Affairs,U of South Carolina,2
Georgian Institute of Public Affairs,Georgian Institute of Public Affairs,5
Midwestern U,Brigham Young U,3
Midwestern U,Texas Tech,1
Midwestern U,Midwestern U,1
Universita' della Svizzera Italiana,Universita' della Svizzera Italiana,1
Universita' della Svizzera Italiana,U della Svizzera italian,2
UNC-CH,UNC-CH,1
UNC-CH,U of North Georgia,1
Copenhagen Business School,U of California,3
Copenhagen Business School,Copenhagen Business School,16
U of Bucharest,U of Bucharest,3
Drexel U,Drexel U,2
Porter Novelli,U of Houston,1
Porter Novelli,Villanova U,1
Porter Novelli,Porter Novelli,1
Porter Novelli,Communica PR Consulting,1
U of Erlangen - Nuremberg,U of Erlangen - Nuremberg,1
Southwest Jiaotong U,Southwest Jiaotong U,1
California Lutheran U,U of California,1
California Lutheran U,California Lutheran U,3
California Lutheran U,The Pennsylvania State U,2
ITESO U,ITESO U,1
Dana-Farber Cancer Institute and Harvard School of Public Health,Stanford U,1
Dana-Farber Cancer Institute and Harvard School of Public Health,U of Illinois,1
Dana-Farber Cancer Institute and Harvard School of Public Health,U of Illinois at UrbanaChampaign,1
Dana-Farber Cancer Institute and Harvard School of Public Health,Dana-Farber Cancer Institute and Harvard School of Public Health,2
Dana-Farber Cancer Institute and Harvard School of Public Health,Seoul National U,1
Research Center in Communication and Culture Catholic U of Portugal & Research Center in Applied Communication Culture and New Technologies Lusfona U,Research Center in Communication and Culture Catholic U of Portugal & Research Center in Applied Communication Culture and New Technologies Lusfona U,1
The U of Texas at Austin,U of Texas,19
The U of Texas at Austin,U Municipal de Sao Caetano do Sul,1
The U of Texas at Austin,Michigan State U,2
The U of Texas at Austin,The U of Texas at Austin,20
The U of Texas at Austin,Texas State U,1
The U of Texas at Austin,U of Minho,1
Pontificia Universidad Catlica de Chile,Pontificia Universidad Catlica de Chile,1
Pontificia Universidad Catlica de Chile,Pontificia Universidad Catolica de Chile,1
Illinois State U,U of Arkansas,1
Illinois State U,New Jersey Institute of Technology,2
Illinois State U,Illinois State U,14
Highpoint U,U of Georgia,1
Highpoint U,Highpoint U,1
Highpoint U,Virginia Commonwealth U,1
Boston U,U of Texas,1
Boston U,U of Pennsylvania,1
Boston U,U of Alabama,1
Boston U,Johns Hopkins U,1
Boston U,Boston U,13
Boston U,George Washington U,1
Zeppelin U gemeinnuetzige GmbH,Zeppelin U gemeinnuetzige GmbH,1
Hanover U of Music Drama and Media,U of Bielefeld,1
Hanover U of Music Drama and Media,Hanover U of Music Drama and Media,27
Hanover U of Music Drama and Media,U of Music,1
Hanover U of Music Drama and Media,U of Mannheim,7
Paris Sorbonne U - CELSA,Paris Sorbonne U - CELSA,1
City U London,City U London,3
Ball State U,Hankuk U of Foreign Studies,1
Ball State U,Ball State U,1
Ball State U,Seoul National U,1
U of Music,Hanover U of Music Drama and Media,1
U of Music,U of Music,1
U of Music,U of Bielefeld,1
Fors Marsh Group,Fors Marsh Group,2
Fors Marsh Group,U of Amsterdam,4
Fors Marsh Group,Michigan State U,4
Fors Marsh Group,California State U,1
Fors Marsh Group,Academic Medical Center U of Amsterdam,1
National Research U Higher School of Economics,National Research U  Higher School of Economics,1
National Research U Higher School of Economics,National Research U Higher School of Economics,1
Medical College of Wisconsin,U of Colorado,1
Medical College of Wisconsin,Tulane U,1
Medical College of Wisconsin,AIDS Help Inc.,1
Medical College of Wisconsin,Camp Rehoboth,1
Medical College of Wisconsin,Medical College of Wisconsin,1
Medical College of Wisconsin,U of Denver,1
Medical College of Wisconsin,Virginia Commonwealth U,3
Medical College of Wisconsin,NO/AIDS Task Force,2
Pontificia U Catlica de Chile,Universidad Diego Portales,1
Pontificia U Catlica de Chile,U of Texas,1
Pontificia U Catlica de Chile,U Diego Portales,1
Pontificia U Catlica de Chile,Pontificia U Catlica de Chile,7
Pontificia U Catlica de Chile,Pontificia Universidad Catolica de Chile,7
Pontificia U Catlica de Chile,U of Oklahoma,1
Catholic U - Leuven,KU Leuven,5
Catholic U - Leuven,Erasmus U Rotterdam,1
Catholic U - Leuven,Indiana U,1
Catholic U - Leuven,Catholic U - Leuven,6
Catholic U - Leuven,U of Leuven,5
National Institute of Informatics Japan,National Institute of Advanced Industrial Science and Technology,1
National Institute of Informatics Japan,Rissho U,1
National Institute of Informatics Japan,National Institute of Informatics Japan,2
National Institute of Informatics Japan,Ryerson U,1
National Institute of Informatics Japan,U of Toronto,1
National Institute of Informatics Japan,the Graduate U for Advanced Studies,1
U of Geneva,U of North Carolina,2
U of Geneva,U of Southampton,2
U of Geneva,U of Amsterdam,2
